Save Date,08:47:35 2020/12/10
Mode,User

Sampling Time(ms),8.0
Time Scale(ms/div),2000.0
Data Length(ms),20000.0

Trigger Enable,0
Trigger Channel,1
Trigger Level(div),0.0
Trigger Type,0
Pre Trigger(div),5.0
AlarmNo,1

CH1,1,0,2,1,0.000
CH2,1,0,2,2,0.000
CH3,1,0,2,3,0.000
CH4,0,0,2,4,0.000
CH5,0,0,2,5,0.000
CH6,0,0,2,6,0.000
CH7,0,0,0,1,0.000
CH8,0,0,0,1,0.000
CH9,0,0,0,1,0.000
CH10,0,0,0,1,0.000

CH1,1,0,0.0,50.00
CH2,1,0,0.0,50.00
CH3,1,0,0.0,50.00
CH4,1,0,0.0,50.00
CH5,1,0,0.0,50.00
CH6,1,0,0.0,50.00
CH7,1,0,0.0,1000.00
CH8,1,0,0.0,1000.00
CH9,1,0,0.0,1000.00
CH10,1,0,0.0,1000.00

Time,CH1,CH2,CH3
ms,%,%,%
3960.0,14.115940,-15.619537,-85.302795
3968.0,14.766351,-12.520020,-86.329193
3976.0,18.191168,-14.684601,-86.725525
3984.0,17.744011,-12.093201,-87.172668
3992.0,19.370037,-11.351349,-84.489807
4000.0,21.250130,-11.615570,-86.512115
4008.0,22.113956,-8.251831,-85.810913
4016.0,22.012329,-8.150208,-87.569000
4024.0,20.670858,-9.552612,-85.567017
4032.0,22.611927,-7.570953,-86.207245
4040.0,23.658682,-5.447021,-88.514099
4048.0,22.459486,-4.501923,-89.235626
4056.0,24.298929,-2.977570,-90.170563
4064.0,23.800959,-3.302765,-89.794556
4072.0,24.400555,-0.975586,-89.753906
4080.0,25.599751,-1.056885,-90.892090
4088.0,25.162756,-1.920685,-89.377899
4096.0,27.388378,-1.199158,-87.955170
4104.0,28.282694,-0.457306,-88.249878
4112.0,28.607899,-0.172760,-88.016144
4120.0,25.620075,0.315043,-88.087280
4128.0,26.646503,-1.280457,-89.337250
4136.0,25.721703,-0.660553,-88.290527
4144.0,24.898525,-1.859711,-87.050720
4152.0,21.270454,-2.235718,-87.975494
4160.0,20.650532,-2.418640,-86.430817
4168.0,18.729790,-4.766144,-85.831238
4176.0,15.020417,-5.507996,-83.839417
4184.0,13.617970,-7.042511,-84.286560
4192.0,12.540727,-6.026276,-82.304901
4200.0,9.329326,-8.627838,-81.796783
4208.0,7.764275,-7.733551,-80.059021
4216.0,6.890286,-9.410339,-80.140320
4224.0,7.845576,-12.133850,-80.658600
4232.0,4.806940,-12.733429,-78.676941
4240.0,5.741905,-14.999634,-78.494019
4248.0,6.361827,-14.837036,-78.819214
4256.0,4.542711,-15.721161,-77.955414
4264.0,4.359783,-16.320740,-78.717590
4272.0,3.262215,-17.326813,-78.178986
4280.0,4.481735,-18.007690,-77.609894
4288.0,4.766289,-17.347137,-75.872131
4296.0,3.800836,-18.993439,-76.146515
4304.0,6.168737,-18.912140,-75.292877
4312.0,7.388257,-18.851166,-74.225830
4320.0,6.270363,-17.570709,-72.884399
4328.0,6.483779,-19.166199,-73.829498
4336.0,7.530534,-18.129639,-72.599854
4344.0,5.660604,-19.349121,-72.325470
4352.0,6.646382,-20.395844,-73.260406
4360.0,5.985809,-19.887726,-74.205505
4368.0,6.168737,-23.698608,-76.756256
4376.0,3.739860,-23.119354,-74.124207
4384.0,3.577258,-22.316528,-74.703461
4392.0,4.359783,-23.180328,-74.947357
4400.0,3.465468,-21.696625,-74.388428
4408.0,4.044740,-24.359161,-74.266479
4416.0,3.221564,-24.674194,-72.660828
4424.0,5.182959,-23.139679,-72.081573
4432.0,4.187017,-22.519775,-74.408752
4440.0,5.325236,-23.271790,-72.386444
4448.0,6.605731,-22.631561,-74.805084
4456.0,6.382153,-24.501434,-74.764435
4464.0,6.443129,-24.775818,-75.587585
4472.0,6.788659,-24.918091,-76.492035
4480.0,8.851680,-24.562408,-76.166840
4488.0,9.115910,-23.698608,-75.587585
4496.0,8.932981,-24.399811,-75.973755
4504.0,9.552904,-22.611237,-73.402679
4512.0,7.947203,-23.779907,-73.463654
4520.0,7.571185,-23.617310,-73.748199
4528.0,6.544755,-23.160004,-71.664917
4536.0,5.406537,-22.733185,-73.666901
4544.0,6.006134,-22.153931,-71.898651
4552.0,4.085391,-22.651886,-74.083557
4560.0,2.063021,-24.074615,-72.640503
4568.0,1.961394,-24.013641,-73.168945
4576.0,2.042695,-25.304260,-75.150604
4584.0,2.418714,-24.298187,-74.632324
4592.0,2.662618,-26.462769,-76.512360
4600.0,1.199194,-27.682251,-75.109955
4608.0,0.701224,-29.247253,-74.886383
4616.0,-0.792664,-27.783875,-75.953430
4624.0,-0.050812,-31.289886,-72.782776
4632.0,-0.873962,-31.249237,-73.067322
4640.0,-0.711365,-33.810150,-70.780792
4648.0,-3.058868,-35.212555,-71.380371
4656.0,-4.207214,-37.245026,-68.839783
4664.0,-4.623871,-36.696259,-68.077606
4672.0,-6.646179,-38.728729,-68.179230
4680.0,-9.349365,-37.722656,-67.132507
4688.0,-14.359406,-38.403534,-67.671112
4696.0,-19.552368,-34.297943,-67.975983
4704.0,-22.855133,-33.718689,-67.894684
4712.0,-28.983032,-31.808167,-70.201538
4720.0,-35.253204,-30.212677,-73.128296
4728.0,-41.411591,-26.340820,-75.872131
4736.0,-46.096436,-24.216888,-77.010315
4744.0,-51.584106,-21.127533,-76.654633
4752.0,-54.592163,-19.745453,-76.908691
4760.0,-57.153076,-18.668243,-78.890350
4768.0,-58.077850,-16.767883,-76.166840
4776.0,-58.575806,-15.965057,-76.654633
4784.0,-58.443695,-13.119598,-76.126190
4792.0,-57.275024,-12.154175,-76.827393
4800.0,-56.390900,-9.755859,-78.097687
4808.0,-55.577911,-8.007935,-76.735931
4816.0,-59.459930,-6.727478,-79.073273
4824.0,-56.695770,-7.164459,-79.561066
4832.0,-55.638885,-4.298676,-81.776459
4840.0,-53.108459,-3.180817,-84.083313
4848.0,-52.427582,-3.882019,-87.152344
4856.0,-50.242676,-3.140167,-87.345428
4864.0,-49.704071,-1.595490,-88.849457
4872.0,-47.915497,-1.321106,-88.930756
4880.0,-47.539490,-2.134094,-89.438873
4888.0,-44.937927,-2.814972,-88.392151
4896.0,-44.155426,-3.861694,-88.310852
4904.0,-43.555847,-4.125916,-87.955170
4912.0,-41.005096,-3.506012,-85.211334
4920.0,-41.350616,-4.786469,-82.904480
4928.0,-40.049835,-5.924652,-78.412720
4936.0,-36.940155,-5.304749,-75.445313
4944.0,-34.297943,-7.042511,-74.947357
4952.0,-31.909790,-8.973358,-75.170929
4960.0,-31.676056,-9.227417,-74.368103
4968.0,-28.180206,-13.078949,-75.313202
4976.0,-23.861206,-12.520020,-73.321381
4984.0,-21.229156,-17.469086,-72.162872
4992.0,-18.607269,-17.743469,-74.144531
5000.0,-15.944733,-22.692535,-73.423004
5008.0,-12.032227,-26.056274,-74.408752
5016.0,-8.251831,-28.424103,-75.973755
5024.0,-6.707153,-31.554108,-78.138336
5032.0,-3.099518,-32.255310,-78.991974
5040.0,-5.721405,-33.251221,-77.487946
5048.0,-1.117859,-33.556091,-75.729858
5056.0,-2.154419,-31.655731,-74.967682
5064.0,-2.977570,-31.147614,-75.089630
5072.0,-4.603546,-27.245270,-73.189270
5080.0,-7.012024,-25.761566,-74.246155
5088.0,-7.012024,-22.499451,-72.223846
5096.0,-10.518036,-21.574677,-69.154816
5104.0,-14.135834,-20.548279,-67.335754
5112.0,-15.019958,-21.493378,-66.858124
5120.0,-15.904083,-22.418152,-69.073517
5128.0,-18.647919,-24.694519,-67.132507
5136.0,-19.125549,-25.222961,-70.262512
5144.0,-19.389771,-27.926147,-73.646576
5152.0,-17.448761,-30.771606,-75.211578
5160.0,-18.404022,-32.356934,-74.764435
5168.0,-16.422363,-36.340576,-73.544952
5176.0,-14.461029,-35.934082,-74.805084
5184.0,-14.522003,-34.531677,-76.989990
5192.0,-11.798492,-34.297943,-74.947357
5200.0,-9.928619,-33.698364,-73.931122
5208.0,-9.115631,-31.686218,-74.388428
5216.0,-8.729462,-29.704559,-72.142548
5224.0,-7.987610,-27.367218,-68.839783
5232.0,-6.646179,-27.143646,-66.116272
5240.0,-5.386047,-25.019714,-66.675201
5248.0,-3.963318,-27.001373,-68.016632
5256.0,-3.058868,-26.056274,-69.236115
5264.0,-2.997894,-26.320496,-72.142548
5272.0,-1.595490,-28.464752,-72.244171
5280.0,-2.520264,-30.070404,-71.746216
5288.0,-4.237701,-31.513458,-70.984039
5296.0,-6.544556,-32.448395,-70.201538
5304.0,-8.465240,-34.917847,-72.864075
5312.0,-11.737518,-34.897522,-74.988007
5320.0,-12.753754,-34.755249,-74.083557
5328.0,-15.487427,-33.413818,-73.341705
5336.0,-16.625610,-31.391510,-73.321381
5344.0,-17.387787,-32.651642,-72.040924
5352.0,-19.267822,-31.472809,-68.595886
5360.0,-18.932465,-31.391510,-68.839783
5368.0,-18.586945,-31.706543,-74.408752
5376.0,-17.265839,-31.747192,-74.571350
5384.0,-15.761810,-32.428070,-72.488068
5392.0,-12.936676,-32.997162,-71.441345
5400.0,-8.892059,-34.033722,-72.020599
5408.0,-7.327057,-35.456451,-69.835693
5416.0,-7.388031,-35.842621,-69.337738
5424.0,-4.603546,-36.381226,-69.134491
5432.0,-3.536499,-38.586456,-71.177124
5440.0,-0.752014,-39.704315,-68.778809
5448.0,-0.111786,-41.431915,-66.329681
5456.0,4.461410,-43.047729,-65.049225
5464.0,4.644337,-43.952179,-65.110199
5472.0,8.912656,-47.082184,-62.549286
5480.0,10.335429,-50.760956,-63.189514
5488.0,14.197241,-56.533173,-65.293121
5496.0,16.402538,-57.600220,-65.709778
5504.0,19.969635,-61.929382,-62.904968
5512.0,23.333475,-67.650787,-60.699738
5520.0,25.040804,-71.878326,-59.022949
5528.0,27.103825,-75.069305,-59.785126
5536.0,27.500168,-78.229797,-61.868408
5544.0,29.105869,-80.739899,-59.876587
5552.0,28.526596,-76.766418,-63.372437
5560.0,31.026611,-78.057037,-60.760712
5568.0,30.233925,-79.459442,-59.500580
5576.0,32.195320,-80.414703,-55.669373
5584.0,30.132298,-80.922821,-55.811646
5592.0,32.449387,-79.774475,-55.151093
5600.0,33.038818,-76.827393,-55.130768
5608.0,30.874172,-74.866058,-55.730347
5616.0,31.910765,-74.886383,-53.890961
5624.0,32.276619,-73.046997,-52.468231
5632.0,32.408733,-73.707550,-53.047485
5640.0,31.727837,-73.707550,-56.218140
5648.0,30.508316,-73.727875,-56.858368
5656.0,28.689199,-72.183197,-59.978210
5664.0,26.900570,-73.443329,-63.504547
5672.0,25.579424,-73.067322,-67.091858
5680.0,22.693228,-72.427094,-67.457703
5688.0,22.276558,-72.000275,-66.329681
5696.0,20.630207,-67.630463,-67.915009
5704.0,18.170843,-63.504547,-69.662933
5712.0,16.981812,-59.022949,-71.644592
5720.0,13.699270,-54.897034,-69.236115
5728.0,12.174871,-51.604431,-69.977966
5736.0,10.416730,-47.417542,-69.622284
5744.0,8.587451,-42.935944,-67.854034
5752.0,7.652486,-37.245026,-69.642609
5760.0,4.644337,-34.358917,-71.360046
5768.0,4.237831,-31.269562,-73.189270
5776.0,2.479690,-27.001373,-74.388428
5784.0,1.778466,-27.062347,-75.953430
5792.0,4.217505,-26.239197,-76.451385
5800.0,7.672811,-25.863190,-76.532684
5808.0,8.008179,-26.401794,-77.914764
5816.0,8.353709,-27.306244,-78.494019
5824.0,7.347606,-26.422119,-79.693176
5832.0,8.953306,-28.281830,-81.695160
5840.0,8.932981,-27.844849,-82.538635
5848.0,11.554949,-27.905823,-81.878082
5856.0,12.977721,-28.667999,-83.808929
5864.0,12.154546,-28.149719,-83.839417
5872.0,14.746025,-29.104980,-85.130035
5880.0,17.703360,-26.564392,-84.184937
5888.0,20.213537,-26.940399,-85.191010
5896.0,21.209478,-25.182312,-84.408508
5904.0,20.274513,-24.155914,-81.959381
5912.0,20.071260,-25.680267,-80.333405
5920.0,22.520462,-23.119354,-80.597626
5928.0,22.439161,-23.271790,-79.713501
5936.0,19.807032,-23.901855,-76.674957
5944.0,20.975739,-21.991333,-76.949341
5952.0,17.947264,-21.716949,-76.248138
5960.0,17.185064,-23.292114,-76.309113
5968.0,14.319193,-24.623383,-73.585602
5976.0,12.012268,-27.804199,-71.217773
5984.0,11.656575,-26.747314,-73.605927
5992.0,8.709403,-28.485077,-75.109955
6000.0,7.347606,-30.070404,-75.526611
6008.0,6.361827,-32.692291,-77.487946
6016.0,4.420759,-32.956512,-75.729858
6024.0,2.916684,-33.373169,-75.333527
6032.0,2.804895,-34.816223,-75.353851
6040.0,2.916684,-36.503174,-72.904724
6048.0,3.739860,-33.718689,-74.002258
6056.0,4.420759,-35.060120,-73.046997
6064.0,5.223609,-34.440216,-72.721802
6072.0,5.762230,-33.617065,-74.632324
6080.0,7.550859,-32.489044,-74.286804
6088.0,10.030549,-33.657715,-71.339722
6096.0,11.036653,-32.428070,-70.038940
6104.0,11.737877,-31.909790,-69.856018
6112.0,12.540727,-31.991089,-70.343811
6120.0,13.658620,-30.710632,-69.896667
6128.0,14.624073,-31.289886,-71.004364
6136.0,14.420819,-31.269562,-69.916992
6144.0,14.237892,-33.017487,-67.691437
6152.0,13.282601,-34.511353,-69.601959
6160.0,13.455367,-32.489044,-69.795044
6168.0,11.554949,-34.460541,-70.181213
6176.0,10.630146,-35.395477,-70.597870
6184.0,9.410626,-37.163727,-72.325470
6192.0,6.270363,-39.907562,-71.918976
6200.0,5.589465,-41.045746,-69.835693
6208.0,3.821162,-38.881165,-69.856018
6216.0,3.119938,-41.564026,-70.323486
6224.0,2.378063,-41.726624,-70.140564
6232.0,0.416669,-42.214417,-69.561310
6240.0,-0.274384,-42.468475,-71.156799
6248.0,-1.412567,-42.072144,-68.016632
6256.0,-0.619904,-41.970520,-65.526855
6264.0,-0.599579,-43.332275,-66.451630
6272.0,0.538621,-41.167694,-65.608154
6280.0,0.213416,-41.889221,-63.667145
6288.0,-0.457306,-43.068054,-63.108215
6296.0,-0.355682,-45.476532,-63.067566
6304.0,0.274392,-43.850555,-65.171173
6312.0,-0.010162,-43.992828,-62.803345
6320.0,-0.731689,-44.897278,-62.925293
6328.0,0.731712,-47.956146,-63.291138
6336.0,1.920743,-49.165466,-63.047241
6344.0,1.839442,-49.866669,-66.390656
6352.0,1.636189,-51.025177,-65.608154
6360.0,1.219520,-51.350372,-65.130524
6368.0,1.656514,-50.344299,-65.049225
6376.0,1.199194,-50.425598,-63.931366
6384.0,1.239845,-49.998779,-63.443573
6392.0,2.662618,-49.663422,-65.628479
6400.0,2.357738,-47.885010,-64.927277
6408.0,2.977660,-49.480499,-65.587830
6416.0,3.363842,-45.832214,-65.933350
6424.0,3.882138,-44.429810,-66.878448
6432.0,3.038636,-44.429810,-65.333771
6440.0,4.237831,-41.848572,-67.274780
6448.0,3.678884,-42.712372,-67.955658
6456.0,4.217505,-40.049835,-69.093842
6464.0,4.624012,-40.486816,-68.453613
6472.0,4.278481,-39.429932,-69.276764
6480.0,4.786614,-38.281586,-70.699493
6488.0,4.705313,-37.082428,-70.120239
6496.0,5.264260,-37.224701,-69.480011
6504.0,5.426862,-36.797882,-70.719818
6512.0,5.863857,-37.001129,-71.766541
6520.0,6.463454,-36.625122,-73.189270
6528.0,7.103702,-37.102753,-73.931122
6536.0,8.109806,-36.757233,-74.469727
6544.0,7.489883,-36.381226,-75.689209
6552.0,8.729728,-36.381226,-74.571350
6560.0,8.973632,-35.639374,-73.849823
6568.0,9.715507,-35.314178,-74.124207
6576.0,9.268350,-33.911774,-74.490051
6584.0,9.695181,-32.255310,-73.809174
6592.0,9.776483,-31.472809,-72.284821
6600.0,9.949247,-30.985016,-71.238098
6608.0,10.630146,-30.527710,-71.156799
6616.0,10.630146,-29.765533,-72.620178
6624.0,10.315104,-29.623260,-74.703461
6632.0,10.457381,-29.003357,-76.807068
6640.0,10.091525,-30.446411,-77.254211
6648.0,9.928923,-30.273651,-77.030640
6656.0,9.207374,-31.289886,-75.191254
6664.0,8.506149,-31.167938,-73.748199
6672.0,8.130131,-32.295959,-73.107971
6680.0,7.449233,-31.554108,-73.849823
6688.0,8.150456,-31.350861,-73.666901
6696.0,8.191107,-31.269562,-74.490051
6704.0,8.445173,-31.594757,-75.872131
6712.0,9.136234,-31.330536,-75.546936
6720.0,8.445173,-31.086639,-76.288788
6728.0,8.872005,-30.111053,-76.187164
6736.0,8.394361,-30.832581,-75.526611
6744.0,8.648427,-30.669983,-74.327454
6752.0,8.170781,-29.785858,-71.705566
6760.0,8.272408,-29.663910,-71.461670
6768.0,8.150456,-29.430176,-71.360046
6776.0,8.292733,-29.267578,-72.040924
6784.0,8.648427,-29.145630,-72.803101
6792.0,9.054934,-28.688324,-73.829498
6800.0,8.252083,-29.186279,-74.063232
6808.0,8.109806,-30.070404,-73.910797
6816.0,8.150456,-29.846832,-73.107971
6824.0,8.211432,-30.710632,-73.748199
6832.0,8.191107,-31.188263,-73.463654
6840.0,8.130131,-32.052063,-73.463654
6848.0,7.967528,-32.651642,-73.362030
6856.0,7.571185,-32.092712,-73.423004
6864.0,8.008179,-32.651642,-73.748199
6872.0,8.191107,-32.834564,-74.103882
6880.0,7.306955,-32.448395,-73.910797
6888.0,7.886227,-32.610992,-73.026672
6896.0,7.926877,-32.255310,-73.301056
6904.0,7.733787,-31.991089,-73.443329
6912.0,7.550859,-31.889465,-73.301056
6920.0,7.428907,-31.686218,-73.280731
6928.0,7.489883,-31.991089,-72.742126
6936.0,7.672811,-32.234985,-73.362030
6944.0,7.652486,-32.234985,-72.721802
6952.0,7.632160,-32.214661,-73.544952
6960.0,8.008179,-32.214661,-73.524628
6968.0,7.388257,-33.058136,-73.870148
6976.0,7.327281,-31.950439,-73.504303
6984.0,7.225654,-33.434143,-73.067322
6992.0,6.849635,-32.550018,-73.067322
7000.0,6.646382,-32.031738,-73.148621
7008.0,6.067110,-32.732941,-73.280731
7016.0,6.727684,-32.509369,-72.803101
7024.0,6.788659,-32.489044,-73.524628
7032.0,7.164678,-32.854889,-73.423004
7040.0,6.605731,-32.031738,-73.107971
7048.0,6.748009,-32.336609,-73.087646
7056.0,6.544755,-32.336609,-73.301056
7064.0,6.829310,-32.275635,-72.884399
7072.0,6.605731,-32.570343,-73.087646
7080.0,6.443129,-32.316284,-73.087646
7088.0,6.270363,-33.454468,-72.406769
7096.0,6.229713,-33.637390,-72.508392
7104.0,6.250038,-33.210571,-73.148621
7112.0,6.605731,-32.610992,-73.026672
7120.0,6.585406,-35.517426,-72.681152
7128.0,6.687033,-45.872864,-70.557220
7136.0,7.987854,-51.604431,-66.451630
7144.0,9.674856,-54.531189,-61.980194
7152.0,10.477706,-58.362396,-56.980316
7160.0,10.416730,-61.482239,-53.230408
7168.0,10.152501,-64.388672,-47.021210
7176.0,11.880154,-69.795044,-43.271301
7184.0,12.439100,-74.103882,-41.350616
7192.0,14.115940,-77.437134,-37.306000
7200.0,15.487900,-82.284576,-37.123077
7208.0,16.046846,-86.044647,-36.381226
7216.0,18.231819,-87.345428,-36.421875
7224.0,19.949308,-93.839172,-35.314178
7232.0,22.032656,-98.208984,-33.098785
7240.0,21.392406,-102.975128,-32.214661
7248.0,22.957457,-110.434296,-27.102997
7256.0,22.652576,-115.363037,-23.596985
7264.0,21.992004,-116.399597,-24.521759
7272.0,23.475754,-115.535797,-24.033966
7280.0,24.624134,-116.582520,-23.556335
7288.0,25.325357,-122.974640,-26.117249
7296.0,23.943235,-119.946259,-26.462769
7304.0,24.197302,-118.127197,-29.968781
7312.0,22.977783,-117.608917,-33.911774
7320.0,21.229805,-110.535919,-39.887238
7328.0,18.872066,-106.166107,-42.854645
7336.0,18.231819,-99.611389,-47.803711
7344.0,14.522447,-97.192749,-51.502808
7352.0,14.878139,-90.658356,-48.118744
7360.0,11.900479,-80.180969,-48.220367
7368.0,8.953306,-69.937317,-50.344299
7376.0,8.872005,-58.138824,-50.649170
7384.0,5.569139,-47.935822,-50.405273
7392.0,5.406537,-37.946228,-52.386932
7400.0,6.270363,-30.690308,-51.868652
7408.0,3.617908,-21.757599,-50.181702
7416.0,5.101657,-13.302521,-50.547546
7424.0,3.821162,-8.414429,-54.917358
7432.0,2.540666,-6.127899,-57.813629
7440.0,2.581316,-2.723511,-63.667145
7448.0,1.778466,-3.262115,-71.481995
7456.0,2.642292,-3.282440,-75.912781
7464.0,0.853664,-8.526215,-80.079346
7472.0,2.815058,-11.270050,-80.821198
7480.0,1.077242,-18.627594,-80.516327
7488.0,2.022370,-21.076721,-80.983795
7496.0,1.117893,-24.999390,-83.006104
7504.0,4.502060,-27.905823,-81.644348
7512.0,4.766289,-28.505402,-80.099670
7520.0,6.890286,-27.885498,-78.077362
7528.0,8.628101,-32.610992,-68.453613
7536.0,9.451277,-32.052063,-60.882660
7544.0,11.351695,-34.612976,-57.417297
7552.0,12.774468,-34.673950,-53.565765
7560.0,15.345622,-36.177979,-52.813751
7568.0,15.680990,-40.364868,-52.691803
7576.0,19.207434,-43.494873,-54.094208
7584.0,19.014343,-48.799622,-54.033234
7592.0,18.628162,-56.319763,-54.551514
7600.0,20.274513,-63.047241,-52.427582
7608.0,21.077364,-69.856018,-54.592163
7616.0,21.036715,-76.929016,-55.872620
7624.0,18.668814,-82.437012,-58.403046
7632.0,18.109867,-88.554749,-61.045258
7640.0,19.126133,-92.965210,-61.848083
7648.0,20.294840,-97.385834,-57.833954
7656.0,19.024506,-100.271942,-57.833954
7664.0,20.030609,-97.711029,-58.514832
7672.0,20.071260,-95.465149,-58.697754
7680.0,19.105808,-92.457092,-60.039185
7688.0,21.250130,-90.353485,-57.915253
7696.0,22.113956,-83.961365,-54.795410
7704.0,20.955412,-79.835449,-53.393005
7712.0,19.634266,-78.636292,-49.500824
7720.0,18.008240,-75.648560,-45.811890
7728.0,17.764336,-71.461670,-42.285553
7736.0,16.300913,-69.734070,-43.210327
7744.0,16.544817,-69.175140,-44.135101
7752.0,14.522447,-67.599976,-46.919586
7760.0,15.101718,-70.597870,-48.139069
7768.0,14.197241,-71.085663,-49.378876
7776.0,12.642354,-75.607910,-50.039429
7784.0,11.758202,-80.333405,-53.413330
7792.0,12.561052,-81.796783,-57.335999
7800.0,12.439100,-84.906464,-58.281097
7808.0,13.201300,-86.329193,-59.917236
7816.0,12.479751,-88.168579,-61.746460
7824.0,13.435041,-91.176636,-61.339966
7832.0,15.945219,-93.158295,-65.008575
7840.0,15.447248,-88.636047,-64.469971
7848.0,16.890347,-84.642242,-66.350006
7856.0,15.467574,-79.398468,-66.797150
7864.0,14.817163,-74.947357,-64.805328
7872.0,14.237892,-67.132507,-64.673218
7880.0,10.813074,-60.618439,-61.106232
7888.0,10.752098,-56.411224,-61.522888
7896.0,8.109806,-49.886993,-56.675446
7904.0,4.847590,-47.437866,-58.179474
7912.0,1.595538,-46.492767,-57.976227
7920.0,2.113834,-47.478516,-62.447662
7928.0,-1.412567,-50.283325,-64.093964
7936.0,-1.402405,-52.671478,-67.813385
7944.0,-4.217377,-54.897034,-70.882416
7952.0,-6.229523,-61.085907,-72.660828
7960.0,-8.068909,-63.829742,-74.002258
7968.0,-7.570953,-64.490295,-79.418793
7976.0,-9.654236,-65.171173,-81.034607
7984.0,-7.764038,-65.994324,-80.993958
7992.0,-6.503906,-64.469971,-77.772491
8000.0,-4.999878,-63.829742,-77.050964
8008.0,-4.400299,-59.297333,-75.048981
8016.0,-0.497955,-57.234375,-72.965698
8024.0,2.560991,-53.047485,-74.551025
8032.0,1.432936,-49.582123,-75.892456
8040.0,5.081332,-46.980560,-75.709534
8048.0,3.902463,-46.858612,-76.390411
8056.0,4.745964,-45.700104,-77.213562
8064.0,4.603687,-44.633057,-74.388428
8072.0,3.404492,-45.832214,-72.020599
8080.0,2.520341,-45.933838,-70.963715
8088.0,1.778466,-44.836304,-74.408752
8096.0,1.758141,-46.655365,-75.770508
8104.0,-0.934937,-46.401306,-76.309113
8112.0,-1.260132,-49.826019,-77.731842
8120.0,0.111789,-52.569855,-79.581390
8128.0,-4.766144,-57.132751,-78.971649
8136.0,-1.514191,-58.718079,-82.182953
8144.0,-2.438965,-59.439606,-83.900391
8152.0,-1.260132,-58.281097,-88.209229
8160.0,-0.914612,-58.321747,-93.818848
8168.0,2.195135,-55.913269,-96.583008
8176.0,2.835383,-53.433655,-96.562683
8184.0,3.943114,-50.923553,-95.566772
8192.0,9.532578,-48.078094,-95.200928
8200.0,10.630146,-44.531433,-93.239594
8208.0,12.937071,-41.188019,-97.152100
8216.0,15.985870,-39.307983,-98.066711
8224.0,19.847683,-38.007202,-100.495514
8232.0,20.691183,-40.364868,-99.652039
8240.0,23.242012,-39.226685,-100.048370
8248.0,23.272499,-43.007080,-102.975128
8256.0,28.668875,-45.781403,-107.344940
8264.0,28.343668,-47.295593,-110.586731
8272.0,30.650593,-48.657349,-113.198456
8280.0,30.213598,-51.665405,-114.621185
8288.0,28.882290,-53.789337,-116.826416
8296.0,32.195320,-51.970276,-117.588593
8304.0,30.975800,-52.884888,-117.761353
8312.0,30.366039,-50.740631,-119.326355
8320.0,31.849789,-48.321991,-119.743011
8328.0,31.951414,-45.557831,-121.094604
8336.0,35.142490,-43.769257,-121.206390
8344.0,36.443314,-42.255066,-120.007233
8352.0,40.386425,-43.250977,-118.086548
8360.0,42.835629,-42.610748,-118.930023
8368.0,47.540939,-42.092468,-121.795807
8376.0,49.502335,-40.832336,-123.879089
8384.0,53.272682,-42.214417,-123.879089
8392.0,52.144627,-43.372925,-123.970551
8400.0,51.707634,-45.415558,-124.600616
8408.0,52.185276,-46.035461,-126.643250
8416.0,49.827541,-49.643097,-127.517212
8424.0,50.061279,-50.964203,-129.864716
8432.0,50.803154,-50.527222,-133.411377
8440.0,51.351940,-51.990601,-133.289429
8448.0,50.223885,-52.325958,-135.118652
8456.0,51.951538,-56.492523,-135.921478
8464.0,50.904781,-56.197815,-134.336151
8472.0,51.646656,-54.307617,-132.171570
8480.0,47.703545,-54.287292,-136.815765
8488.0,44.817348,-53.128784,-139.224243
8496.0,47.256386,-57.173401,-142.445709
8504.0,48.181187,-57.254700,-141.927429
8512.0,49.482010,-58.677429,-146.591949
8520.0,52.347881,-65.110199,-149.681305
8528.0,52.347881,-63.809418,-147.821594
8536.0,52.906826,-70.099915,-155.666931
8544.0,53.608051,-72.447418,-158.471741
8552.0,54.898708,-74.124207,-164.386230
8560.0,59.705650,-75.333527,-164.142334
8568.0,60.508499,-79.317169,-166.154480
8576.0,64.126404,-82.497986,-162.861877
8584.0,58.902798,-83.280487,-165.412628
8592.0,56.321484,-82.904480,-165.128082
8600.0,58.984100,-87.314941,-164.487854
8608.0,63.852016,-87.365753,-165.687012
8616.0,63.770714,-89.794556,-160.524536
8624.0,63.973969,-89.469360,-158.400604
8632.0,56.941406,-89.174652,-155.514496
8640.0,59.217842,-90.912415,-149.721954
8648.0,60.986145,-90.617706,-148.197601
8656.0,62.307289,-90.536407,-143.685516
8664.0,63.130466,-88.168579,-143.085938
8672.0,58.618244,-87.132019,-139.305542
8680.0,58.364178,-83.046753,-128.259064
8688.0,59.146702,-82.680908,-128.889130
8696.0,60.406872,-79.998047,-120.606812
8704.0,54.034882,-78.697266,-114.722809
8712.0,55.579609,-76.735931,-106.542114
8720.0,59.126377,-72.945374,-97.650055
8728.0,63.374371,-70.841766,-94.967194
8736.0,69.522781,-62.884644,-89.957153
8744.0,55.793022,-61.106232,-80.241943
8752.0,55.396679,-56.838043,-70.160889
8760.0,61.768669,-52.864563,-66.370331
8768.0,56.321484,-45.954163,-62.488312
8776.0,53.547073,-40.964447,-58.138824
8784.0,51.087711,-36.635284,-54.012909
8792.0,54.329601,-32.997162,-46.939911
8800.0,50.203560,-28.342804,-39.480743
8808.0,54.370251,-22.438477,-31.767517
8816.0,54.227974,-17.906067,-30.832581
